Id,SalePrice
1461,141049.17606551992
1462,148929.88870368933
1463,200354.41016558342
1464,207724.51226083667
1465,175192.20629539914
1466,196115.90750873135
1467,175274.43756335683
1468,175975.21523323812
1469,172526.30702972037
1470,134976.64214463165
1471,185447.02619262118
1472,135328.51919529398
1473,132475.70950247502
1474,162691.56051786654
1475,119552.5990461043
1476,308904.91837544367
1477,224362.5974654524
1478,244347.16808478782
1479,235550.58779609724
1480,402518.4199849633
1481,298983.0475607775
1482,189076.82368607403
1483,173584.8532487098
1484,172731.8526967022
1485,175905.83531422593
1486,208903.54064992338
1487,354274.37811791385
1488,230990.68959630164
1489,190521.32101571432
1490,208299.25122010848
1491,210107.13209690675
1492,106836.57423792868
1493,186482.7156053779
1494,285692.40279310284
1495,264154.81012035784
1496,197186.51378745097
1497,211804.1613937811
1498,176908.91884856633
1499,175417.09648548104
1500,180955.35319276113
1501,196152.10258442114
1502,160651.23103033463
1503,253030.9878055265
1504,245945.77036203255
1505,214505.1211729615
1506,182552.450380799
1507,286540.430248463
1508,204321.45148185603
1509,167458.2560590306
1510,152502.43165418832
1511,144504.07283967626
1512,173553.6861972196
1513,177872.90119819896
1514,128998.13438733474
1515,201114.57040899803
1516,154528.87326846967
1517,137088.64849985708
1518,159200.6557504273
1519,217456.03456137623
1520,123599.17541863167
1521,127084.28624697361
1522,165412.29556668428
1523,127446.03976962432
1524,115198.75450031098
1525,121307.39786342806
1526,113351.19609160954
1527,108009.63508370382
1528,133079.08035726682
1529,131777.72958274328
1530,198935.85693178076
1531,125109.50357605939
1532,83147.42561174025
1533,141357.12947445942
1534,112233.66491205635
1535,147144.64345373373
1536,118950.73904384981
1537,106986.13330732351
1538,128374.69550349232
1539,152554.52815988992
1540,121872.7906780548
1541,127855.86638506375
1542,141407.2714377428
1543,146527.0026919824
1544,91825.24620588527
1545,113158.57105922821
1546,124288.44905361702
1547,134537.0688305544
1548,138934.17490667038
1549,129183.81899370963
1550,130092.3463495497
1551,103848.47413802102
1552,173362.33576117104
1553,110494.00966724251
1554,107786.67330143358
1555,159795.85124314498
1556,107622.07251997183
1557,95604.65003072239
1558,101769.39179583928
1559,112933.6647789901
1560,131343.00311507826
1561,139505.4521711204
1562,120076.00809642953
1563,121989.5092678333
1564,160262.16917868968
1565,161455.1261982525
1566,197559.22438853627
1567,97095.15806247396
1568,228120.97875943675
1569,141552.2646101544
1570,125113.85159001245
1571,112674.9947494123
1572,131640.72602577595
1573,196050.1098783067
1574,149119.028449156
1575,207069.18525744052
1576,274641.1442533638
1577,183397.85092112524
1578,111026.12334581149
1579,153359.8973505113
1580,195336.97093395834
1581,144456.59546554214
1582,125337.11034025774
1583,267925.4141658388
1584,257864.4903327923
1585,148880.72467095274
1586,92939.57477414384
1587,117689.78080781482
1588,150454.05091099773
1589,128987.34416691573
1590,131918.31999885276
1591,94635.06796065765
1592,110481.3740803682
1593,109338.06437771798
1594,183145.6616177845
1595,113689.99121605177
1596,170441.51745545506
1597,186429.58677905347
1598,185139.43749557063
1599,158004.59063901426
1600,165001.41922562904
1601,86756.20272954952
1602,122308.54005137544
1603,92969.27115162827
1604,223066.46728315033
1605,232272.2658433733
1606,166867.39742230877
1607,215796.37522110328
1608,197727.02078292388
1609,173528.47321111467
1610,182239.75795435839
1611,141541.4575767084
1612,187882.42857738992
1613,199129.78392398992
1614,133495.53613207105
1615,112495.51370692872
1616,105260.56412787012
1617,130010.20759041
1618,119295.43138698688
1619,148457.58621281706
1620,260519.91432321217
1621,164968.5157969121
1622,172621.4917421866
1623,225251.9798372071
1624,238233.76255061958
1625,116813.01008884971
1626,167368.17485693918
1627,200017.0209982209
1628,272873.8501641357
1629,187516.31843157278
1630,295028.3314859948
1631,189603.45129038932
1632,201147.20300758834
1633,178861.75272015063
1634,190857.3733910025
1635,174872.38929798786
1636,154656.31362997525
1637,225202.01073346738
1638,231874.63190768493
1639,190417.75703048828
1640,272848.88712450373
1641,176242.7423782452
1642,220332.41072263033
1643,224808.21481297005
1644,227506.57526437123
1645,201448.83166291972
1646,142095.79097277927
1647,145444.45305785845
1648,140615.05448539509
1649,128136.2530527701
1650,135386.71240135795
1651,135572.11585166794
1652,126361.49145893643
1653,126039.55285424128
1654,165968.4670951853
1655,135114.74890272747
1656,157997.67338714955
1657,167601.905982591
1658,163880.7307238942
1659,126463.27599291933
1660,151105.69191946794
1661,363607.70148823154
1662,354642.30892908113
1663,293729.55244255404
1664,366512.76823821024
1665,265444.2508516652
1666,254888.13138954944
1667,333360.5144154314
1668,258251.1900863472
1669,218668.63202009603
1670,258394.08022069896
1671,240723.62355268886
1672,324954.2781769776
1673,292948.77020469797
1674,246115.74425939514
1675,191143.12074381247
1676,195671.01286341465
1677,191462.4586862607
1678,376991.0878954192
1679,282726.4209690031
1680,257158.656536044
1681,208963.00936305043
1682,245251.99989039774
1683,188750.34831820702
1684,181537.3512481235
1685,181924.5126746636
1686,168113.8487561284
1687,175905.83531422593
1688,202869.16720415952
1689,207667.5103286655
1690,182343.76815920207
1691,176180.55135723765
1692,234993.57216351802
1693,170964.69824707185
1694,180774.16292566338
1695,170273.0361420383
1696,282607.55910302355
1697,170835.9322484381
1698,340203.62119057827
1699,269848.8292769289
1700,283607.07034197386
1701,273141.37047183485
1702,254390.817824951
1703,232778.38927710892
1704,236485.21355951554
1705,204421.61633461618
1706,330394.27371230174
1707,194495.4892687244
1708,210591.81647927183
1709,250726.57505174435
1710,209039.06262075464
1711,245611.61283785276
1712,233331.38959528407
1713,232906.05263927975
1714,210764.1883865688
1715,206442.86930493405
1716,185359.67381424474
1717,171712.83730566586
1718,129518.02487298696
1719,221808.09166345446
1720,228212.19464833848
1721,183575.13204160062
1722,126944.76491760323
1723,166528.29872647775
1724,212864.4362764557
1725,236044.9888775049
1726,210474.5381649751
1727,168400.6446347483
1728,187911.98301471074
1729,165956.19714122027
1730,197182.81671224357
1731,121822.29365802473
1732,143909.52119901322
1733,121881.14838753018
1734,125597.88695705288
1735,114334.6385188641
1736,112463.08734584997
1737,282419.7817704978
1738,229633.78946226355
1739,365563.4777028508
1740,233943.86648535467
1741,195783.51562177122
1742,187410.57362421995
1743,182766.5064109134
1744,246237.35375860278
1745,212810.72770905087
1746,243269.72764201884
1747,238253.59899042282
1748,265947.92116385966
1749,162683.99337551053
1750,135018.9146286193
1751,264267.14501913026
1752,115026.85982670462
1753,164751.76095839852
1754,220296.22030739058
1755,153658.7687295715
1756,131915.1253867653
1757,110466.57313110537
1758,159396.75054743155
1759,169817.27659082157
1760,163474.2730556801
1761,150009.38297406296
1762,219222.52420008264
1763,152108.7009070848
1764,115922.33340391761
1765,189577.52148936648
1766,168316.88182542176
1767,191037.86265294385
1768,130277.78310729757
1769,149342.90151120612
1770,120388.76313607556
1771,130132.57039442014
1772,143696.55604422322
1773,138108.63587140755
1774,176516.8275887722
1775,116098.36974034664
1776,135074.36209080054
1777,98274.89920538446
1778,110561.9586724008
1779,149727.8697023654
1780,144787.4793275884
1781,121342.71866885223
1782,112787.06928227567
1783,151525.08960072105
1784,96953.68860666853
1785,104088.88906852798
1786,132287.6177038011
1787,136375.32517331454
1788,78297.27731735558
1789,99297.75882561602
1790,76242.22911498323
1791,269919.0728549267
1792,153033.9498498365
1793,137245.14055348426
